Dataseed	minfreq	base_freq	base_freq_min	base_freq_max	fbtype	exec_max_sample_rate	exec_ignore_low_sr_samples	use_training_form	exec_n_ver_n_task_use_aug_dataset_dir_preprocess	nbands	wintime_steptime_dataset_kwargs	use_full_mfcc	test_operators	ontology	# insts (TRAIN)	# insts (TEST)	class_counts (TRAIN)	class_counts (TEST)	n_features	channel_size	T(entropy,2,0.01,0.4)train_accuracy	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)train_accuracy	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)train_accuracy	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.4)train_accuracy	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)train_accuracy	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)train_accuracy	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,50,half,all)train_accuracy	RF(0.7,50,half,all)K	RF(0.7,50,half,all)accuracy	RF(0.7,50,half,all)macro_sensitivity	RF(0.7,50,half,all)safe_macro_sensitivity	RF(0.7,50,half,all)safe_macro_specificity	RF(0.7,50,half,all)safe_macro_PPV	RF(0.7,50,half,all)safe_macro_NPV	RF(0.7,50,half,all)safe_macro_F1	RF(0.7,50,half,all)oob_error	RF(0.7,50,half,all)n_nodes	RF(0.7,50,half,all)σ² train_accuracy	RF(0.7,50,half,all)σ² K	RF(0.7,50,half,all)σ² accuracy	RF(0.7,50,half,all)σ² macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_specificity	RF(0.7,50,half,all)σ² safe_macro_PPV	RF(0.7,50,half,all)σ² safe_macro_NPV	RF(0.7,50,half,all)σ² safe_macro_F1	RF(0.7,50,half,all)σ² oob_error	RF(0.7,50,half,all)σ² n_nodes	RF(0.7,50,half,all)t	RF(0.7,50,half,all)hash	
8	20.0	fft	200	700	semitone	16000	true	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	340	86	(170, 170)	(43, 43)	[60]	[(3,)]	90.88	48.84	74.42	74.42	81.4	67.44	71.43	78.38	76.09	33	3.858	8cc474bbb80dbe4d1b25933b10b0263c3eeeb69ccc79f01101e8d9fa90b2667a	85.0	55.81	77.91	77.91	83.72	72.09	75.0	81.58	79.12	21	2.701	377a1c3be355bc7c08e12128bf72a6dacf15bd425a410f311a5ff4af11c72e9c	76.18	55.81	77.91	77.91	79.07	76.74	77.27	78.57	78.16	3	0.406	79f4f9758c70bf6b88c93a48226d88a7ed279954024f4c772aee2327bd8ab7d2	89.71	51.16	75.58	75.58	81.4	69.77	72.92	78.95	76.92	29	3.807	95cf38d570fb423481f4f24ee9007eb549cf60fc77baa4b9279ffea50e1ee6a5	84.41	55.81	77.91	77.91	83.72	72.09	75.0	81.58	79.12	19	2.652	6db86da87b13c452cce3e050c97b2f2651e4be66824745e7a130980ae4b514a9	76.18	55.81	77.91	77.91	79.07	76.74	77.27	78.57	78.16	3	0.411	79f4f9758c70bf6b88c93a48226d88a7ed279954024f4c772aee2327bd8ab7d2	98.94	64.65	82.33	82.33	78.6	86.05	84.94	80.09	81.64	21.29	230880.0	0.0	0.04	0.01	0.01	0.01	0.03	0.02	0.01	0.01	0.01	41720.0	69.179	("1444b42b79ec83003ce97365f0baf61e558808cda85ef52122b17c1c801dcff8", "8c59715ec92db24f454fe6df825a233f1006090e56af47626834b8fa5f727a90", "ffae49417cdda3778f4f56c0ea6099e1aa180a40f3c1d816c25858b104a5da4c", "282eeb738332581993512540adf0cc57d7e5ba634b4a390aadd2cf913259bf2e", "9d783a70d5f5787e39308f310f854ad6664bcb5ac087d202546b69048409ade2")	
9	20.0	fft	200	700	semitone	16000	true	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	340	86	(170, 170)	(43, 43)	[60]	[(3,)]	93.82	72.09	86.05	86.05	86.05	86.05	86.05	86.05	86.05	41	3.299	b68eb0488a5abb0d4b66325b5dd3d793389409459b46e5fdda9f4600e63608ad	85.0	62.79	81.4	81.4	79.07	83.72	82.93	80.0	80.95	19	1.846	ab440652d9db62850f2429e65be4a21a2ffbe5e1abf3320e7ff9aac6864a5d9b	77.65	55.81	77.91	77.91	67.44	88.37	85.29	73.08	75.32	3	0.395	45be7dace56a2f7a43b8c851ca33dadbcec9f959d03382e022e65928c89363d7	92.94	62.79	81.4	81.4	74.42	88.37	86.49	77.55	80.0	37	3.167	9be2f47ab573e9db6ee381bb018e00f22cd1724067acdc4f10cb5dd63c8bdf42	84.41	58.14	79.07	79.07	74.42	83.72	82.05	76.6	78.05	19	1.965	5ba93d5d2791dfbeabeb49fa84a56eefa4b3f2289ca704f744063ec707ae4fbc	77.65	55.81	77.91	77.91	67.44	88.37	85.29	73.08	75.32	3	0.388	45be7dace56a2f7a43b8c851ca33dadbcec9f959d03382e022e65928c89363d7	99.06	64.65	82.33	82.33	73.95	90.7	88.91	77.71	80.71	20.88	227880.0	0.0	0.01	0.0	0.0	0.04	0.05	0.05	0.01	0.0	0.02	81720.0	63.763	("951fc079a9f17f4b0fd0e0d0920a3f3c1172fc05d4a777be90f94f80f4f7cbb4", "4c2ac47c7f458bc99bd2b78eb6e6267b6e05b58c76cff018a706bf7348ac04bd", "9826fdcc631af20f99f4366755d512144c58210711f6910eef3453ef4180c57a", "17c6c47b85128de779d42428e78c1dba9bb2b92a01233218a038b83153d59cf6", "8a5410628d781dbca00e453700a28108ff978e90bc86593b9fb283d4e8d68bb6")	
10	20.0	fft	200	700	semitone	16000	true	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	340	86	(170, 170)	(43, 43)	[60]	[(3,)]	90.59	37.21	68.6	68.6	67.44	69.77	69.05	68.18	68.24	31	3.218	c08f4fd22b555235d31c6ec97110aa8d55d0c7b557e2a0842cf68ea4a4cc4665	86.18	34.88	67.44	67.44	69.77	65.12	66.67	68.29	68.18	23	2.496	49883b8fabffdd22850a3889bf845c30e4d08d9891ee4ae177bdb37d5d098343	77.65	37.21	68.6	68.6	65.12	72.09	70.0	67.39	67.47	3	0.397	06bac665fb730c0c7357c8b105d3b241da974c20df7e58525eda37305cfc5a41	90.29	41.86	70.93	70.93	69.77	72.09	71.43	70.45	70.59	31	3.368	f11fbeeafd98941c1e403753f5308ea36826a41734ff4c50e4a08ee532ce2662	87.35	37.21	68.6	68.6	72.09	65.12	67.39	70.0	69.66	29	2.468	20a290ceae73bafe48132af3005fc948889301cde2514f78d39fe4db76789ada	77.65	37.21	68.6	68.6	65.12	72.09	70.0	67.39	67.47	3	0.39	06bac665fb730c0c7357c8b105d3b241da974c20df7e58525eda37305cfc5a41	99.24	49.77	74.88	74.88	71.16	78.6	76.88	73.18	73.9	18.71	220960.0	0.0	0.18	0.04	0.04	0.07	0.04	0.05	0.05	0.05	0.01	187280.0	65.622	("920d66dbe970d24306f61fc03dff730d1ab3c9ae82aaf538423ce37130c37a85", "c58a198c97a836cf2f6fb73641cb4723c65b8236a4a0f8edf75512451c597a6a", "0c3e22e905c6c94c8fc28879696f6dfed999a5683c8a0680ed953c466516b295", "26c698ea3956ad1718244baabaf175797837e9f1dbaf4f42441c7e1fb69461f7", "f70331a712bd14bfccc7fb0f964db7e73b54454859b22911782a1c933f77238f")	
1	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	340	86	(170, 170)	(43, 43)	[60]	[(3,)]	92.94	34.88	67.44	67.44	67.44	67.44	67.44	67.44	67.44	35	4.259	4293d797e0ff9676a61f5d5615414b1160e71f9795541f1d3c9c5d53a812fe6c	82.65	32.56	66.28	66.28	62.79	69.77	67.5	65.22	65.06	5	0.507	abc4811740772535ba98c21d066c055056b215ceb6e1c6de93e5922aacf897cb	80.0	23.26	61.63	61.63	67.44	55.81	60.42	63.16	63.74	3	0.393	0fbb178aebc6b833cdf3c0cf46a48a1087ebc938da88c906176614b83d50447d	92.06	37.21	68.6	68.6	69.77	67.44	68.18	69.05	68.97	27	3.404	7f4ffe7603d68cc45f3f50c88a21c39e21291e6b416c4b90cdc94f5cded13094	82.65	32.56	66.28	66.28	62.79	69.77	67.5	65.22	65.06	5	0.515	abc4811740772535ba98c21d066c055056b215ceb6e1c6de93e5922aacf897cb	80.0	23.26	61.63	61.63	67.44	55.81	60.42	63.16	63.74	3	1.013	0fbb178aebc6b833cdf3c0cf46a48a1087ebc938da88c906176614b83d50447d	98.82	39.53	69.77	69.77	65.12	74.42	71.85	68.1	68.28	17.88	212000.0	0.0	0.16	0.04	0.04	0.08	0.11	0.07	0.03	0.05	0.01	7800.0	65.812	("59e812499937d28b1d62827aef2b5877a06ad4ebb62894bc05050203afdb68cf", "31d7e7f4ed538892d26ec157a3bd0bd234ab0ed99d0f6c1d41f3b13b313d02f2", "31405f811668a269a78e54839c80cdc30774120d9687b442bd40444446aad88e", "70e4fd544e53b9e9047a4f2c8de4ae4767985ecc751f0ac71381a86b1a705991", "d43feede71ad4fa7f9a47048fb2e3d6c8b8bfced53d671ebe2e903af7bf7d3a9")	
2	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	340	86	(170, 170)	(43, 43)	[60]	[(3,)]	95.59	53.49	76.74	76.74	74.42	79.07	78.05	75.56	76.19	53	4.48	45eba512edeb71fed5fef863007ddccf0331fdbe979dffbd3379a4f5d04c56be	88.24	53.49	76.74	76.74	81.4	72.09	74.47	79.49	77.78	29	4.244	61c9b5b6511d8c67870d138d55f4bb36f3dab74996fe83f6a78365a7ebd14455	76.47	53.49	76.74	76.74	79.07	74.42	75.56	78.05	77.27	3	0.414	977cc93f9be3dc7c6473026f0d5f8b29204861b7ef0c4d2e5e200c01d4427c8a	93.24	58.14	79.07	79.07	74.42	83.72	82.05	76.6	78.05	47	4.422	9a9f5f518ae31242f00244a49f0e6dd2ee75b16790df0c7536d02615a937c56e	87.35	53.49	76.74	76.74	81.4	72.09	74.47	79.49	77.78	29	4.185	cf97d57eee469c7f027612496e131851bdcd98db86196a292775b7a419769aef	76.47	53.49	76.74	76.74	79.07	74.42	75.56	78.05	77.27	3	0.411	977cc93f9be3dc7c6473026f0d5f8b29204861b7ef0c4d2e5e200c01d4427c8a	98.76	69.3	84.65	84.65	84.19	85.12	85.07	84.44	84.57	22.06	232400.0	0.0	0.2	0.05	0.05	0.15	0.12	0.09	0.11	0.05	0.0	58600.0	69.297	("81b3ce9c5126e8c983e8809297bd4201b410a1184b111df8eb7a3687cc798483", "c81dc3139ecac89045e45efa718ba9a39facc1ea48d1c6f2b31d97b4afe7dbaf", "76c2715824bd59783c544d8b6556bd906834f1713e1c918a1391f73399be1e12", "d232f4073ca64de5d77e920b1c1801cb82687115c36a2a4cda7a333cc3decb96", "ce43d7bd0cf5fff610e7f2c6d6e921394e01dba2d6bf105fd1436b16f763558e")	
3	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	340	86	(170, 170)	(43, 43)	[60]	[(3,)]	90.0	55.81	77.91	77.91	72.09	83.72	81.58	75.0	76.54	33	3.302	47cda5cb711aee226f26828f2010bb690552e38d71ec7bd934c1a211303d695a	87.94	53.49	76.74	76.74	72.09	81.4	79.49	74.47	75.61	25	2.987	6aac56a5ca433f08588d8d492e02651617f10aed79ff0b8e1e151671b4dd0a6d	75.0	51.16	75.58	75.58	62.79	88.37	84.38	70.37	72.0	3	0.415	a93a9bbdb2a51f5d30c6fac48122f3920373992fda6d7a98144ed1e6e7888705	89.41	55.81	77.91	77.91	76.74	79.07	78.57	77.27	77.65	31	3.301	85b6753c984ceab6fa44fd374d1b91eb1d01b680ecd4ea8f2b72ec4b0e0ffe4d	87.94	55.81	77.91	77.91	79.07	76.74	77.27	78.57	78.16	27	2.975	4b18084556dc4af691c9cf8ff6f5b885bdd085e2f82accf7a07902a3f98a6786	75.0	51.16	75.58	75.58	62.79	88.37	84.38	70.37	72.0	3	0.416	a93a9bbdb2a51f5d30c6fac48122f3920373992fda6d7a98144ed1e6e7888705	99.47	53.95	76.98	76.98	65.12	88.84	85.42	71.86	73.84	20.59	228400.0	0.0	0.09	0.02	0.02	0.14	0.04	0.03	0.04	0.05	0.0	8200.0	67.716	("c117b2d03bfa1e8f6c248d8ce205bdc4b5e24e5e9776ef61e1065f68e7984f6c", "093387be4c8f50c190e99543e4b1de422e89edec12b4c3561168cfa8884ab70f", "25ce216ecb38d7f8d7dc27d7a32f7756e827c7e589337af487d27b607af3e4d6", "84bc14119099fb4ba0c1078dd98068eb0e1cbff594a5dd4de185f2c98b8126dd", "ce5e80ce635f78365d75e7b331479ce1815f1d5fb1a19674aac2a8a72170ab95")	
4	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	340	86	(170, 170)	(43, 43)	[60]	[(3,)]	90.59	51.16	75.58	75.58	76.74	74.42	75.0	76.19	75.86	35	3.108	28b08d1dfa6fa69cc883e108fed81c66397b03bc9d97735dbd8def4771982d9f	86.18	37.21	68.6	68.6	79.07	58.14	65.38	73.53	71.58	27	2.2	352f96fd72b2285420c328ca975693ad269ed80246a9cf131f3a7935baa50dc2	77.06	46.51	73.26	73.26	69.77	76.74	75.0	71.74	72.29	3	0.392	e419699d1e60d42715996db1d61f90e8c62cdb5a22cc8e7ff0b313f9e7b4304b	91.47	48.84	74.42	74.42	79.07	69.77	72.34	76.92	75.56	37	3.001	74cebe857a1f00ca7e6a0f45954625d255b4c4f02f918ba30f30e1ea549ac404	85.88	37.21	68.6	68.6	83.72	53.49	64.29	76.67	72.73	21	2.111	0d31df178393972e851d588b903fb8d618efe52f354de4b343d9aacd6ec3ee5d	77.06	46.51	73.26	73.26	69.77	76.74	75.0	71.74	72.29	3	0.394	e419699d1e60d42715996db1d61f90e8c62cdb5a22cc8e7ff0b313f9e7b4304b	98.88	63.72	81.86	81.86	75.81	87.91	86.29	78.43	80.69	19.59	227800.0	0.0	0.12	0.03	0.03	0.04	0.06	0.06	0.03	0.03	0.01	156600.0	68.111	("afd0a22254186954741f930b6c2d6f4b52d11f9ecead0b6bcca26f8359da3e4d", "3b8b3735fe53e7c411a7e6ace6e62064eced957503fce6584233ffe32cbf6bab", "63d9980937c6006d650833b6c180aa871a5abdf4b4d0d6ba9f7929420c87fddb", "6470837459fbc43535d0857f4c26dd2a5dd0906d06582b868c70edcc3d9f3c90", "0d7e004e86540239979b7b378cdf8746116e1d038bdd4d3b088b44cdb843f98a")	
5	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	340	86	(170, 170)	(43, 43)	[60]	[(3,)]	95.29	46.51	73.26	73.26	74.42	72.09	72.73	73.81	73.56	43	3.489	77c378115b5a91c8033a6964e432cc3edb790a047a6116a6ed88b3ff4661335b	92.06	44.19	72.09	72.09	72.09	72.09	72.09	72.09	72.09	29	3.49	1991e40c7a1a09e6ed951850f78ed092f061dc1e9ac9131464993456347ab666	75.88	55.81	77.91	77.91	81.4	74.42	76.09	80.0	78.65	3	0.397	f3b1f292be981ef3190387256c2e0511e77e2e0f2b571d1988ecf741e1740d01	95.29	48.84	74.42	74.42	79.07	69.77	72.34	76.92	75.56	43	3.505	c4836785d9bd8e7223431cc774d2f813156aa54d27837c451b7569afa6c42079	92.06	41.86	70.93	70.93	72.09	69.77	70.45	71.43	71.26	29	3.576	a760c3b8adc59ff9f7ea7c1708b7be400199e540e8a03ab1eca09eaf7592e056	75.88	55.81	77.91	77.91	81.4	74.42	76.09	80.0	78.65	3	0.392	f3b1f292be981ef3190387256c2e0511e77e2e0f2b571d1988ecf741e1740d01	99.71	63.26	81.63	81.63	80.47	82.79	82.4	80.92	81.41	19.41	226880.0	0.0	0.12	0.03	0.03	0.04	0.04	0.04	0.03	0.03	0.01	25720.0	64.537	("fe7671fccbe7f61247882140c3a40430b58abe149119a896b0ca4aacf408004b", "24d1c7a9ac3b2fec44a74c1900c5d4b464c056bf5235794764031fbd4a416d1f", "8fd432e644d7f87919c685585fab2f5065bdfeba96b42865ec5e25b867ff968e", "6a227718c5f1620b037feca18ed3e37b396ce98bf0e3d91fe38d74b721a4bc18", "a92319134162fb419b2d1e56bc332c23a69666b2b0c953e0b8741952cf1a29cb")	
6	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	340	86	(170, 170)	(43, 43)	[60]	[(3,)]	94.12	74.42	87.21	87.21	86.05	88.37	88.1	86.36	87.06	49	3.599	d51f45e57dd88c74d235ad5bcf4aad9b52661d0ecac9879f42babd4337aa3331	87.94	69.77	84.88	84.88	86.05	83.72	84.09	85.71	85.06	27	2.904	3ac2497121b44455c32ea862b824717f52623cd9c06e2b774b4b6cebd7120135	74.71	60.47	80.23	80.23	81.4	79.07	79.55	80.95	80.46	3	0.392	51bc111bfc25ee0da58b9ece25a8a4a9a1e09b6e725b26fbf948abfb5995d0f0	92.06	69.77	84.88	84.88	81.4	88.37	87.5	82.61	84.34	43	3.55	86161cd70090f6b5e84b0650e0be1226f4a8b4f7b93fe0f50bb6f92cee36167e	87.35	72.09	86.05	86.05	86.05	86.05	86.05	86.05	86.05	27	2.962	7cf5b354122231a4e4284a75083b917348d2d2e6890f181faf49027ce625394d	74.71	60.47	80.23	80.23	81.4	79.07	79.55	80.95	80.46	3	0.402	51bc111bfc25ee0da58b9ece25a8a4a9a1e09b6e725b26fbf948abfb5995d0f0	99.41	80.47	90.23	90.23	88.84	91.63	91.36	89.25	90.05	24.47	242040.0	0.0	0.29	0.07	0.07	0.2	0.02	0.02	0.15	0.09	0.01	87880.0	75.337	("a63a7b9b00a44cf9911521ea4322fbb0a9dd720dde1c3542533d763e6d85e6ed", "60d1b2dbb98800e9b7bd1df64d39d5b085249be5c5bd699bb36c73ca00da9f66", "f1be5695ce7bfdeb33f3fb342803e3b430d9c2bf6d5b503a992545c4f6aeafa3", "87620603ef5cccfa2411a0101722e0af6664c26ac15458dd34b2cf431f052621", "3a9fea171cda9688baefae75808c8ac43c6c75b4063205d1d03b9793280f41f6")	
7	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	340	86	(170, 170)	(43, 43)	[60]	[(3,)]	91.18	34.88	67.44	67.44	62.79	72.09	69.23	65.96	65.85	31	3.197	9560832872acef2655caad5c811b31542bc9ccb3dd36ab3c7792ce4ee5470141	88.82	34.88	67.44	67.44	62.79	72.09	69.23	65.96	65.85	25	2.924	ab8c5ad6b27ccc09de890b14eadf3aa8b303bfa35cef3f4088c2b84fbfbacc69	76.47	41.86	70.93	70.93	62.79	79.07	75.0	68.0	68.35	3	0.405	ed7643cfcf6ce6417532a145517f8a7880acef913977ab6bac92a8a73ff94e0b	90.0	37.21	68.6	68.6	62.79	74.42	71.05	66.67	66.67	31	3.26	c59d1ba2d57e51002c50d40cd6f6bd76b6b136c199a1f356797c0e82135b8ee5	88.24	37.21	68.6	68.6	62.79	74.42	71.05	66.67	66.67	25	2.91	73b086ffab54a1f6af2999dfa295045a7e61b9f13cfc824fe1bcb9dd3c9941fd	76.47	41.86	70.93	70.93	62.79	79.07	75.0	68.0	68.35	3	0.405	ed7643cfcf6ce6417532a145517f8a7880acef913977ab6bac92a8a73ff94e0b	99.24	61.4	80.7	80.7	69.77	91.63	89.37	75.18	78.34	19.88	228680.0	0.0	0.07	0.02	0.02	0.0	0.07	0.09	0.0	0.01	0.0	116720.0	70.383	("e6281658c04ab2dbce792937805a4b974de27651558107884c9e57522e1e80d7", "a853b3b3629e933d81a614eefdfdd8c0ebbeab3581360c699cbbbfd9d436ddfa", "6fd6a4c3b54da0b84eab8349e54b5d630191f45e2d8d0e5f12df87babd33832f", "51c7f045718c919073c6a33c67ed722bcc547d771107c114e737ed6a430731ff", "78e6bc25f68d38e57f6e51af34bbeb16c2758d856efceaffe562df7808e835e7")	
8	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	340	86	(170, 170)	(43, 43)	[60]	[(3,)]	90.88	48.84	74.42	74.42	81.4	67.44	71.43	78.38	76.09	33	3.878	91702b31e425273c7280854db66f92e1dd5fe08964c843e1616dad27a275238d	85.0	55.81	77.91	77.91	83.72	72.09	75.0	81.58	79.12	21	2.593	f0d7f393e5c75a82039db20017fcd1e2d770a0dc7778634f0ba819041ef86b9b	76.18	55.81	77.91	77.91	79.07	76.74	77.27	78.57	78.16	3	0.459	305825c8eac3eb5ac3e0e6dd35312da4cf097488a94d549839bba635a92e87e0	89.71	51.16	75.58	75.58	81.4	69.77	72.92	78.95	76.92	29	3.855	ff17de6ea532200a1c0e53e24af5041248ccd33cef943eef5ceeea3d554b5f6f	84.41	55.81	77.91	77.91	83.72	72.09	75.0	81.58	79.12	19	2.597	2b8eb4a51d191194485c82301e8171e3fc7c7c0b43b2f73012f7574aead9a697	76.18	55.81	77.91	77.91	79.07	76.74	77.27	78.57	78.16	3	0.468	305825c8eac3eb5ac3e0e6dd35312da4cf097488a94d549839bba635a92e87e0	98.94	64.65	82.33	82.33	78.6	86.05	84.94	80.09	81.64	21.35	230920.0	0.0	0.04	0.01	0.01	0.01	0.03	0.02	0.01	0.01	0.01	40320.0	69.094	("9f3d5c6389785cc7bb5aaa90d98390b5194f3fa4a06ff0b5603e8874df907dc3", "aba7294b8f16e9fc0b92d62bccd50f5bc663a6f0013e4c3700f0fa3f5d3631ce", "b9417733b1b6dcaea03a95016cb0af0dcfb9d2b3fbfe054771118adb75fa42f1", "4df8117221b83c8300c9da7ccce6db8a220fd0f46fce47cc85385a078f83fcfa", "c04eb063ee2b8968c78f3adf0ce006ae1b57da4f788f9ac2199ec41e79ca6a95")	
